	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significance	ID	GeneName
ENSG00000117472_TSPAN1	0.7088914288096	-0.185660532590645	1.17707911203794	-0.157729867680008	0.874669664083051	NA	Non Significant	ENSG00000117472	TSPAN1
ENSG00000117475_BLZF1	238.431422661201	-0.0138054535874504	0.127729021646779	-0.108083921801483	0.913929121976285	0.947439036634323	Non Significant	ENSG00000117475	BLZF1
ENSG00000117477_CCDC181	0.414266167118404	-1.75598661604553	1.87239107578194	-0.937831118059674	0.348331206558458	NA	Non Significant	ENSG00000117477	CCDC181
ENSG00000117479_SLC19A2	55.8071425895694	-0.287680379349831	0.144748528381193	-1.98744942395704	0.0468726153019298	0.126450066398463	Non Significant	ENSG00000117479	SLC19A2
ENSG00000117480_FAAH	205.026119358178	0.0643816841338854	0.211154590143175	0.304903076415392	0.760439972623038	0.846602493598239	Non Significant	ENSG00000117480	FAAH
ENSG00000117481_NSUN4	257.913423884099	-0.206332861886062	0.0932300364313503	-2.21315865341311	0.0268867095335726	0.0848795958211064	Non Significant	ENSG00000117481	NSUN4
ENSG00000117500_TMED5	946.70178591679	-0.146610271087563	0.119632552076096	-1.22550483579341	0.220385069195687	0.380697804124855	Non Significant	ENSG00000117500	TMED5
ENSG00000117501_MROH9	0.389953795187566	-0.787235326209887	2.1504793088622	-0.366074355128953	0.714309592958593	NA	Non Significant	ENSG00000117501	MROH9
ENSG00000117505_DR1	1264.38031037727	-0.0676268759184044	0.0868416583613592	-0.778737730191659	0.436134225561569	0.595990801851563	Non Significant	ENSG00000117505	DR1
ENSG00000117519_CNN3	16.4414873570777	-0.826297999693158	0.262226531889075	-3.15108465089526	0.00162665338044316	0.0105492853279666	Non Significant	ENSG00000117519	CNN3
ENSG00000117523_PRRC2C	3728.37776199561	-0.391258610447429	0.138748677727995	-2.81990875051406	0.00480373074063697	0.0235359895015819	Non Significant	ENSG00000117523	PRRC2C
ENSG00000117525_F3	2.43731733344362	0.338408737251069	0.660758036148218	0.512152283797815	0.608544435145594	0.735859781931921	Non Significant	ENSG00000117525	F3
ENSG00000117528_ABCD3	322.746933106253	-0.286965794109592	0.136007492005686	-2.10992637153838	0.0348646983434168	0.102038012682566	Non Significant	ENSG00000117528	ABCD3
ENSG00000117533_VAMP4	322.887367352071	-0.261571216927862	0.13694133661566	-1.91009685893448	0.0561207433691316	0.143755444957085	Non Significant	ENSG00000117533	VAMP4
ENSG00000117543_DPH5	267.89037448765	-0.581633802418523	0.145227760081482	-4.00497674888181	6.20235815295006e-05	0.00098123343715408	Non Significant	ENSG00000117543	DPH5
ENSG00000117560_FASLG	271.240772866124	-0.436495097801208	0.171253571672611	-2.5488233240219	0.0108087042517698	0.0430365177817882	Non Significant	ENSG00000117560	FASLG
ENSG00000117569_PTBP2	140.335450377136	-0.0213115049955974	0.175328167977652	-0.121552088528718	0.903253759836802	0.940747525577867	Non Significant	ENSG00000117569	PTBP2
ENSG00000117586_TNFSF4	131.759659211831	-0.186782337871452	0.150933400212653	-1.2375149410819	0.215895970918907	0.374970808824328	Non Significant	ENSG00000117586	TNFSF4
ENSG00000117592_PRDX6	2531.26061468427	-0.342588527695552	0.172051546184103	-1.99119702957488	0.0464592303107227	0.125705053530804	Non Significant	ENSG00000117592	PRDX6
ENSG00000117593_DARS2	177.223930032625	-0.0367225730959257	0.157656054425837	-0.232928403730923	0.815817002001543	0.883782633847144	Non Significant	ENSG00000117593	DARS2
ENSG00000117594_HSD11B1	2.84201510015548	-0.0901032353699532	0.529718843508951	-0.170096337848005	0.864934373523116	0.91883996977716	Non Significant	ENSG00000117594	HSD11B1
ENSG00000117595_IRF6	19.7607034591347	-0.426048703921871	0.409288252529684	-1.04095023809893	0.297898643871433	0.463341092501758	Non Significant	ENSG00000117595	IRF6
ENSG00000117597_UTP25	288.620731296959	-0.49519434937099	0.137072395330668	-3.61264825187014	0.000303085718901789	0.00302869509893494	Non Significant	ENSG00000117597	UTP25
ENSG00000117598_PLPPR5	0.210898735539757	-0.914494491220988	2.99440309877543	-0.305401263976442	0.760060559233124	NA	Non Significant	ENSG00000117598	PLPPR5
ENSG00000117600_PLPPR4	0.937900788717022	-3.00626180710347	1.24732977023468	-2.41015798615779	0.0159456139337613	0.0573543335913463	Non Significant	ENSG00000117600	PLPPR4
ENSG00000117601_SERPINC1	3.11049027818172	0.262216138996435	0.523219637816055	0.5011588251751	0.616259349651001	0.741870337404084	Non Significant	ENSG00000117601	SERPINC1
ENSG00000117602_RCAN3	1306.84538683806	-0.747537036239066	0.188245603903162	-3.97107300643056	7.15496473140402e-05	0.00107280175941212	Non Significant	ENSG00000117602	RCAN3
ENSG00000117614_SYF2	1587.4486237123	-0.138374833175882	0.11132425878788	-1.24298903655442	0.213871873518418	0.37246289546172	Non Significant	ENSG00000117614	SYF2
ENSG00000117616_RSRP1	4442.73217221458	0.304542470925726	0.141992116125291	2.14478436716164	0.0319700916844648	0.0960474054915029	Non Significant	ENSG00000117616	RSRP1
ENSG00000117620_SLC35A3	185.093407352712	-0.307345715524419	0.173442948792466	-1.77202773398517	0.0763899535681647	0.17921632072653	Non Significant	ENSG00000117620	SLC35A3
ENSG00000117625_RCOR3	627.891875125812	-0.0822960157055754	0.105774185299257	-0.778034975856758	0.436548394253891	0.596386785279225	Non Significant	ENSG00000117625	RCOR3
ENSG00000117632_STMN1	656.902866844644	0.756766087497627	0.252945357783341	2.99181647028221	0.00277322930132393	0.0155617954494175	Non Significant	ENSG00000117632	STMN1
ENSG00000117640_MTFR1L	654.917089969837	0.29914575624104	0.0873622612346165	3.42419887046727	0.000616614793573157	0.00511654138619751	Non Significant	ENSG00000117640	MTFR1L
ENSG00000117643_MAN1C1	392.894184755776	-0.337173820306538	0.170228615173098	-1.98071176202474	0.047623606965711	0.127934476941186	Non Significant	ENSG00000117643	MAN1C1
ENSG00000117650_NEK2	25.9714637905591	1.90420800181187	0.479186189729852	3.97383739895634	7.07238538882954e-05	0.00106841555349485	Up regulated in COVID compared to HC	ENSG00000117650	NEK2
ENSG00000117676_RPS6KA1	5689.98933984615	0.128706138841341	0.112250267662945	1.14659983910068	0.251547043013298	0.414320990903129	Non Significant	ENSG00000117676	RPS6KA1
ENSG00000117682_DHDDS	363.512522810508	0.241164310118073	0.0820217056471819	2.94024987916548	0.00327947654839579	0.0176752200539457	Non Significant	ENSG00000117682	DHDDS
ENSG00000117691_NENF	294.750404183418	0.061950429582016	0.189821117865921	0.326362157585514	0.744150365287377	0.835393630971382	Non Significant	ENSG00000117691	NENF
ENSG00000117697_NSL1	458.500058345788	-0.114771936413012	0.067109211143342	-1.71022627829531	0.0872240381524727	0.197390983094647	Non Significant	ENSG00000117697	NSL1
ENSG00000117707_PROX1	1.61434908262401	-0.428264821085541	0.757697163841506	-0.565218983946368	0.571924825794514	0.707564814682344	Non Significant	ENSG00000117707	PROX1
ENSG00000117713_ARID1A	4306.83389336899	-0.0689925495746213	0.106228644915223	-0.649472179840775	0.516033222733024	0.663016420336294	Non Significant	ENSG00000117713	ARID1A
ENSG00000117724_CENPF	132.139287849095	1.1416106322379	0.295287671276226	3.86609649940308	0.000110591194187628	0.00147797026126379	Up regulated in COVID compared to HC	ENSG00000117724	CENPF
ENSG00000117748_RPA2	1109.02561918248	-0.286908978597889	0.0996339088126821	-2.87963186446189	0.00398139763235383	0.0205060865246339	Non Significant	ENSG00000117748	RPA2
ENSG00000117751_PPP1R8	661.896929325031	-0.260722497982681	0.0562580358058383	-4.63440456546518	3.57966326086246e-06	0.000119517273344017	Non Significant	ENSG00000117751	PPP1R8
ENSG00000117758_STX12	612.518408956631	0.0313820542380999	0.0997134727507686	0.314722307551544	0.752972505360442	0.84222819106363	Non Significant	ENSG00000117758	STX12
ENSG00000117791_MTARC2	9.47787667758439	0.395227052680362	0.31600548197306	1.25069682403185	0.211045109637641	0.368790439374734	Non Significant	ENSG00000117791	MTARC2
ENSG00000117834_SLC5A9	29.4758722244983	0.487181464985091	0.301750500484074	1.61451750437379	0.106415223146425	0.227364416730902	Non Significant	ENSG00000117834	SLC5A9
ENSG00000117859_OSBPL9	868.505317536657	0.0310984998858163	0.0860821772356447	0.361265257042536	0.717901163220559	0.817579712836353	Non Significant	ENSG00000117859	OSBPL9
ENSG00000117862_TXNDC12	144.100670759448	0.109407039331886	0.143528946022852	0.762264632769381	0.445902077791778	0.60456308976286	Non Significant	ENSG00000117862	TXNDC12
ENSG00000117868_ESYT2	1994.71066056914	-0.61151277239235	0.169026793178784	-3.61784520011296	0.000297065975457225	0.00299377999726643	Non Significant	ENSG00000117868	ESYT2
ENSG00000117877_POLR1G	89.3976494459506	-0.0491121336358203	0.125366856882788	-0.391747347400897	0.695244902325278	0.801547666740987	Non Significant	ENSG00000117877	POLR1G
ENSG00000117899_MESD	785.491991392814	0.0079725616264148	0.101325822873893	0.0786824266538377	0.937285223637645	0.961687841991774	Non Significant	ENSG00000117899	MESD
ENSG00000117906_RCN2	291.915717736173	-0.319505150302472	0.114697333349931	-2.78563712835145	0.00534226385187567	0.025325480178056	Non Significant	ENSG00000117906	RCN2
ENSG00000117971_CHRNB4	0.726296659977689	-0.610048625170018	1.49243732192431	-0.40875996345591	0.682715823919531	NA	Non Significant	ENSG00000117971	CHRNB4
ENSG00000117983_MUC5B	1.68103914680778	-1.30080740706258	1.17156950231888	-1.11031176937254	0.266864703219429	0.430904140407438	Non Significant	ENSG00000117983	MUC5B
ENSG00000117984_CTSD	7621.23817314051	1.05984030394604	0.216988106954067	4.8843243937346	1.03784089910442e-06	4.96648770630436e-05	Up regulated in COVID compared to HC	ENSG00000117984	CTSD
ENSG00000118004_COLEC11	1.71073443426004	-1.06895490650454	0.782539078199281	-1.36600833911623	0.171936345988096	0.31954735922453	Non Significant	ENSG00000118004	COLEC11
ENSG00000118007_STAG1	707.232313657945	-0.308588691407759	0.104062909644538	-2.96540518097991	0.00302284512432666	0.0166682344896365	Non Significant	ENSG00000118007	STAG1
ENSG00000118017_A4GNT	0.325425972254302	-1.3099127616192	2.55219156594547	-0.513250172556676	0.607776333834396	NA	Non Significant	ENSG00000118017	A4GNT
ENSG00000118046_STK11	2054.42670547928	0.161427295452583	0.108886656274674	1.48252596760224	0.138200399353916	0.274423963098517	Non Significant	ENSG00000118046	STK11
ENSG00000118058_KMT2A	1590.31208567568	-0.573082204710388	0.163882629126237	-3.49690633940799	0.000470687056063442	0.00419480442271925	Non Significant	ENSG00000118058	KMT2A
ENSG00000118094_TREH	0.448694023528748	-0.481944140225513	1.85329040665739	-0.260047825475313	0.794826882844951	NA	Non Significant	ENSG00000118094	TREH
ENSG00000118096_IFT46	115.28248026709	-0.00438040584339308	0.118865139243801	-0.0368518967904337	0.970603094470005	0.98192793912263	Non Significant	ENSG00000118096	IFT46
ENSG00000118113_MMP8	170.798841513423	2.06031021073296	0.485328385208643	4.24518794598677	2.18410273476585e-05	0.000437193956899403	Up regulated in COVID compared to HC	ENSG00000118113	MMP8
ENSG00000118137_APOA1	2.7946402913248	-0.176037021420016	0.536967374476319	-0.327835600052418	0.743035968561405	0.835116064154828	Non Significant	ENSG00000118137	APOA1
ENSG00000118156_ZNF541	7.51473619341288	-0.377428605593467	0.363833213350187	-1.03736710048567	0.299564804850137	0.465040709040476	Non Significant	ENSG00000118156	ZNF541
ENSG00000118160_SLC8A2	1.16095626308853	0.75253415040608	0.9430940530639	0.797941783177686	0.4249042746834	0.585997491147992	Non Significant	ENSG00000118160	SLC8A2
ENSG00000118162_KPTN	136.632066146408	0.800463326187426	0.176957854140549	4.52346876647622	6.08343003186481e-06	0.000171370335212075	Non Significant	ENSG00000118162	KPTN
ENSG00000118181_RPS25	10697.9476798218	-0.591682836416798	0.186902357918736	-3.16573232679097	0.00154693072908566	0.0101753921000123	Non Significant	ENSG00000118181	RPS25
ENSG00000118193_KIF14	26.7347808637077	1.64468852628493	0.387600869889769	4.24325292859294	2.2030289786078e-05	0.000440291485491149	Up regulated in COVID compared to HC	ENSG00000118193	KIF14
ENSG00000118194_TNNT2	0.830552504066897	-1.39354181057848	1.6765682530059	-0.831187044177901	0.405867972647037	0.567927678034706	Non Significant	ENSG00000118194	TNNT2
ENSG00000118197_DDX59	416.199460091539	0.0335192426008688	0.0974986883118827	0.343791728701478	0.731002921053323	0.826783514398546	Non Significant	ENSG00000118197	DDX59
ENSG00000118200_CAMSAP2	46.7119784804353	-0.443294029026937	0.240569293526624	-1.84268749568356	0.0653746507520391	0.159518288747137	Non Significant	ENSG00000118200	CAMSAP2
ENSG00000118217_ATF6	1209.68854724844	-0.102465222207724	0.120471789163325	-0.85053291662176	0.39502886782202	0.557979633721652	Non Significant	ENSG00000118217	ATF6
ENSG00000118231_CRYGD	0.230828965009065	0.414867158730731	2.22210502923355	0.186700067401327	0.851895803250439	NA	Non Significant	ENSG00000118231	CRYGD
ENSG00000118242_MREG	54.2047461980267	-0.227265337283609	0.167422723427104	-1.35743423969901	0.174643275016322	0.323070766216963	Non Significant	ENSG00000118242	MREG
ENSG00000118245_TNP1	0.0336211003618476	-0.0484921000443489	3.00220283361369	-0.0161521731647891	0.987112990765271	NA	Non Significant	ENSG00000118245	TNP1
ENSG00000118246_FASTKD2	323.348157642031	-0.321567962754721	0.131009673799877	-2.45453601575965	0.0141066532816995	0.0524287072884004	Non Significant	ENSG00000118246	FASTKD2
ENSG00000118257_NRP2	23.2517700954158	-0.18169031672281	0.317891127564132	-0.571548876230133	0.56762763893256	0.704375589447603	Non Significant	ENSG00000118257	NRP2
ENSG00000118260_CREB1	1220.63120709981	-0.400772279659591	0.117980892035393	-3.39692532193571	0.000681475618665409	0.00553550754244349	Non Significant	ENSG00000118260	CREB1
ENSG00000118263_KLF7	1195.68426499754	-0.0542578314726319	0.172664246032677	-0.314238950560519	0.753339561607502	0.842456586458378	Non Significant	ENSG00000118263	KLF7
ENSG00000118271_TTR	0.214538634552947	-1.17346891824318	2.99407878555813	-0.391929873022509	0.695110029748969	NA	Non Significant	ENSG00000118271	TTR
ENSG00000118276_B4GALT6	34.6971038856794	-0.323251285772545	0.216761623870011	-1.49127543889593	0.135889194584028	0.27080518297182	Non Significant	ENSG00000118276	B4GALT6
ENSG00000118292_C1orf54	37.44899807642	0.0549356399124298	0.192456577643479	0.285444335470814	0.775303744905993	0.856206937952873	Non Significant	ENSG00000118292	C1orf54
ENSG00000118298_CA14	0.466933304325985	-1.53236316251444	1.8591227476851	-0.824239908000953	0.409803255374323	NA	Non Significant	ENSG00000118298	CA14
ENSG00000118307_DNAI7	1.29820831529265	-0.331411422902921	0.846364275976841	-0.391570665621985	0.695375465931601	0.801547666740987	Non Significant	ENSG00000118307	DNAI7
ENSG00000118308_IRAG2	2680.64292639981	0.115208772527815	0.0967056979558123	1.19133386101466	0.233522545996579	0.394945550571977	Non Significant	ENSG00000118308	IRAG2
ENSG00000118322_ATP10B	1.18256010510504	-1.52127803511208	1.55064629635568	-0.981060631742636	0.326562842791938	0.492368575790702	Non Significant	ENSG00000118322	ATP10B
ENSG00000118363_SPCS2	831.187992637745	0.290424332334803	0.141925891587662	2.0463097260546	0.0407259073946977	0.114182224717048	Non Significant	ENSG00000118363	SPCS2
ENSG00000118369_USP35	160.706133201844	0.342061136911827	0.0981453755806648	3.48524966039475	0.000491678056300647	0.00432188657703176	Non Significant	ENSG00000118369	USP35
ENSG00000118402_ELOVL4	17.8672490649707	-1.26931044535053	0.264897868141055	-4.79169747290921	1.65376138590681e-06	6.98159156039398e-05	Down regulated in COVID compared to HC	ENSG00000118402	ELOVL4
ENSG00000118407_FILIP1	0.85915809368264	-2.44323736127647	1.12772686454738	-2.16651517143478	0.0302718417989309	0.0924779560427688	Non Significant	ENSG00000118407	FILIP1
ENSG00000118412_CASP8AP2	404.892188402149	-0.556625634753065	0.175343477931786	-3.17448724822038	0.00150101486011147	0.00999962731494062	Non Significant	ENSG00000118412	CASP8AP2
ENSG00000118418_HMGN3	528.518759606783	-0.124982966161788	0.107043012245253	-1.16759574997228	0.24296986534138	0.404676532253269	Non Significant	ENSG00000118418	HMGN3
ENSG00000118420_UBE3D	29.300753682923	-0.373745909209472	0.226749161636644	-1.64827912267382	0.0992954068476808	0.216291055147853	Non Significant	ENSG00000118420	UBE3D
ENSG00000118432_CNR1	21.5103096052295	0.643249522334729	0.388928151356647	1.65390322117586	0.0981471780694905	0.214533022005847	Non Significant	ENSG00000118432	CNR1
ENSG00000118434_SPACA1	0.222499621640662	-1.17443596866948	2.6961283770233	-0.435600907834415	0.663126312005591	NA	Non Significant	ENSG00000118434	SPACA1
ENSG00000118454_ANKRD13C	267.138861279096	-0.3118918869105	0.111903867766231	-2.7871412591569	0.00531752939249794	0.0252504808656397	Non Significant	ENSG00000118454	ANKRD13C
ENSG00000118473_SGIP1	11.0055858794607	0.994485180762995	0.52076694580736	1.90965495941993	0.0561776537740836	0.14381815368082	Non Significant	ENSG00000118473	SGIP1
ENSG00000118482_PHF3	1626.99536951168	-0.407804284879939	0.100384635450558	-4.06241735151585	4.85671454050232e-05	0.000808176180935208	Non Significant	ENSG00000118482	PHF3
ENSG00000118491_ZC2HC1B	0	NA	NA	NA	NA	NA	Non Significant	ENSG00000118491	ZC2HC1B
ENSG00000118492_ADGB	0.919079811082027	-1.98047527187221	1.33630609438595	-1.48205211380276	0.138326428990799	0.274535404885202	Non Significant	ENSG00000118492	ADGB
ENSG00000118495_PLAGL1	355.679815565965	-0.190837503710655	0.225006181436823	-0.848143382070766	0.396358124016521	0.559190838030633	Non Significant	ENSG00000118495	PLAGL1
ENSG00000118496_FBXO30	262.990575819144	-0.227692453099514	0.151227883870868	-1.50562480457598	0.132163517191758	0.26545226539457	Non Significant	ENSG00000118496	FBXO30
ENSG00000118503_TNFAIP3	1384.05888439535	-0.291594282387442	0.171419403806904	-1.70105761606726	0.0889321686541932	0.199818574918703	Non Significant	ENSG00000118503	TNFAIP3
ENSG00000118507_AKAP7	116.601420527365	-0.666910256813731	0.156747243890855	-4.25468569819389	2.09342862149765e-05	0.00042111803692764	Non Significant	ENSG00000118507	AKAP7
ENSG00000118508_RAB32	734.601490072415	0.41161939660784	0.173094190937632	2.37800814907851	0.0174064412370073	0.0611387857353648	Non Significant	ENSG00000118508	RAB32
ENSG00000118513_MYB	99.9099531296242	0.186174509188212	0.141384184541225	1.31679869139767	0.187906111615899	0.340080487889287	Non Significant	ENSG00000118513	MYB
ENSG00000118514_ALDH8A1	14.6836210704378	0.237550414868698	0.266077029976019	0.892788133158688	0.371970642464978	0.537581657263445	Non Significant	ENSG00000118514	ALDH8A1
ENSG00000118515_SGK1	1384.09551228938	0.11115339711011	0.161172524664221	0.689654749416388	0.490411328633482	0.642160447388713	Non Significant	ENSG00000118515	SGK1
ENSG00000118518_RNF146	752.439885815323	0.116913258532008	0.107910734248779	1.08342566053229	0.278619530971912	0.443425774916979	Non Significant	ENSG00000118518	RNF146
ENSG00000118520_ARG1	186.018307721705	0.983893970024606	0.312764274973522	3.14580036389355	0.00165633021871327	0.0106743589879351	Non Significant	ENSG00000118520	ARG1
ENSG00000118523_CCN2	3.23535584375836	-0.505355731461681	0.555976045724163	-0.908952346685101	0.363375280439436	0.529029638727445	Non Significant	ENSG00000118523	CCN2
ENSG00000118526_TCF21	0.380853405774603	-0.700644417027298	2.09159270536535	-0.334981287336682	0.737639202088457	NA	Non Significant	ENSG00000118526	TCF21
ENSG00000118557_PMFBP1	10.8500317858527	0.206151651780563	0.272995514030192	0.755146664269961	0.450160986614378	0.608147522596963	Non Significant	ENSG00000118557	PMFBP1
ENSG00000118564_FBXL5	3913.7523718779	0.380453872405863	0.182360486303673	2.08627362274259	0.0369538445811666	0.106314748161164	Non Significant	ENSG00000118564	FBXL5
ENSG00000118579_MED28	1648.48605030914	-0.0679740912993651	0.0659103340486564	-1.031311588395	0.302394725750828	0.468066331400754	Non Significant	ENSG00000118579	MED28
ENSG00000118596_SLC16A7	195.042996781793	-0.376820865320785	0.18938429108009	-1.9897155311653	0.0466222808336992	0.125969266239956	Non Significant	ENSG00000118596	SLC16A7
ENSG00000118600_RXYLT1	131.356688844061	-0.15161671659229	0.100997757947649	-1.50118893402444	0.133306701316631	0.266977249881463	Non Significant	ENSG00000118600	RXYLT1
ENSG00000118620_ZNF430	263.350176993008	-0.525221910296204	0.139556185339925	-3.76351581276666	0.000167541127679257	0.00198282737051434	Non Significant	ENSG00000118620	ZNF430
ENSG00000118640_VAMP8	1939.09463779451	-0.0981736851667715	0.19955488396634	-0.491963329663889	0.622745267143053	0.746470775683182	Non Significant	ENSG00000118640	VAMP8
ENSG00000118655_DCLRE1B	183.897499742696	-0.162476802888909	0.138336779543495	-1.17450184560516	0.240194073128443	0.402226447702472	Non Significant	ENSG00000118655	DCLRE1B
ENSG00000118680_MYL12B	4981.42309509955	-0.125187191030073	0.107182417272387	-1.1679825312386	0.242813811319551	0.404532167653039	Non Significant	ENSG00000118680	MYL12B
ENSG00000118689_FOXO3	1299.92660593231	-0.148334514828224	0.118183292092777	-1.25512254906369	0.209434275915043	0.366724176997147	Non Significant	ENSG00000118689	FOXO3
ENSG00000118690_ARMC2	65.5223362972481	-0.235645889752657	0.123702763459047	-1.90493634227233	0.0567883464230274	0.144828772045564	Non Significant	ENSG00000118690	ARMC2
ENSG00000118702_GHRH	0.0493915565588334	-0.309404802630737	3.00154036432212	-0.103082006262013	0.917897885861645	NA	Non Significant	ENSG00000118702	GHRH
ENSG00000118705_RPN2	2999.45459718035	0.447374573084687	0.14009140433143	3.19344770094732	0.00140584800421469	0.00950953112245132	Non Significant	ENSG00000118705	RPN2
ENSG00000118707_TGIF2	509.150598248466	-0.0235422529355332	0.0966579980488882	-0.243562389153	0.807569760237536	0.877891972843703	Non Significant	ENSG00000118707	TGIF2
ENSG00000118729_CASQ2	0.123692512975948	-0.895312272150185	2.99799996704114	-0.298636518343196	0.765217398619162	NA	Non Significant	ENSG00000118729	CASQ2
ENSG00000118733_OLFM3	0.557728270746026	-2.52481078759084	2.04067306328788	-1.23724413920716	0.215996459293968	NA	Non Significant	ENSG00000118733	OLFM3
ENSG00000118762_PKD2	161.053648174088	-0.00626165501900614	0.206486426850788	-0.0303247778292515	0.975808035807139	0.985142240958672	Non Significant	ENSG00000118762	PKD2
ENSG00000118777_ABCG2	11.0343645073312	-1.29245034781941	0.342795104319039	-3.77032907277617	0.00016303243244154	0.00194440151044249	Down regulated in COVID compared to HC	ENSG00000118777	ABCG2
ENSG00000118785_SPP1	19.6271563906741	-0.471111498355521	0.787941097515334	-0.597901924193455	0.549905375894948	0.690698723277246	Non Significant	ENSG00000118785	SPP1
ENSG00000118804_STBD1	8.82293001725466	0.257014187883652	0.284371678820358	0.903796710522682	0.366103206329881	0.531344476437519	Non Significant	ENSG00000118804	STBD1
ENSG00000118816_CCNI	5705.71156701187	-0.359438495920179	0.0776036786379903	-4.63171981314064	3.62640704121211e-06	0.000120208717869428	Non Significant	ENSG00000118816	CCNI
ENSG00000118849_RARRES1	0.576979677667706	-0.899990431772896	1.25533443433467	-0.716932800660324	0.473415561740739	NA	Non Significant	ENSG00000118849	RARRES1
ENSG00000118855_MFSD1	1643.59407843413	0.0740392219794616	0.122076627571719	0.606497930457361	0.544184156198484	0.686303124800461	Non Significant	ENSG00000118855	MFSD1
ENSG00000118873_RAB3GAP2	635.34993117479	-0.28676577887647	0.116216097290469	-2.46752201770924	0.013605185405424	0.0511822026152778	Non Significant	ENSG00000118873	RAB3GAP2
ENSG00000118894_EEF2KMT	127.3414677581	-0.0579052502623241	0.10771885933317	-0.537559073877915	0.590881491192158	0.72329940401811	Non Significant	ENSG00000118894	EEF2KMT
ENSG00000118898_PPL	5.26718231993083	0.522955795866899	0.500645241683063	1.04456359978342	0.296224710360764	0.461436166796302	Non Significant	ENSG00000118898	PPL
ENSG00000118900_UBN1	4398.75330688126	0.398752512889727	0.164390459082322	2.42564267485891	0.0152813078264942	0.0555746217367122	Non Significant	ENSG00000118900	UBN1
ENSG00000118922_KLF12	724.598893265723	-1.03804788211969	0.20944689858028	-4.95613871179768	7.19078884884495e-07	3.83400918241702e-05	Down regulated in COVID compared to HC	ENSG00000118922	KLF12
ENSG00000118939_UCHL3	27.384018300812	0.00756279793033437	0.230923328637385	0.0327502551386227	0.973873747558546	0.983923868781995	Non Significant	ENSG00000118939	UCHL3
ENSG00000118946_PCDH17	1.54060317682208	-0.0652511586830919	0.794459155272198	-0.0821328047515992	0.934541106820572	0.960279002067097	Non Significant	ENSG00000118946	PCDH17
ENSG00000118960_HS1BP3	695.038865768723	0.239976568046132	0.118907388963874	2.01818045234379	0.0435724712041959	0.119894322997403	Non Significant	ENSG00000118960	HS1BP3
ENSG00000118961_LDAH	182.739658774411	0.000587222680310032	0.147984272007236	0.00396814250828842	0.996833888666587	0.997740395613084	Non Significant	ENSG00000118961	LDAH
ENSG00000118965_WDR35	113.832808012231	-0.56700425548517	0.160021685096037	-3.54329636726975	0.00039515835177745	0.00370208257179601	Non Significant	ENSG00000118965	WDR35
ENSG00000118971_CCND2	1360.07592878465	-0.2438602906454	0.127992362318276	-1.90527220709465	0.0567446962923746	0.144788710907303	Non Significant	ENSG00000118971	CCND2
ENSG00000118972_FGF23	0.295064148546796	-1.73615884729813	2.60165343113454	-0.667329024889001	0.50456199051671	NA	Non Significant	ENSG00000118972	FGF23
ENSG00000118985_ELL2	442.11811401519	1.41655613602311	0.286319814753088	4.94746106637678	7.51877364353904e-07	3.95415641888372e-05	Up regulated in COVID compared to HC	ENSG00000118985	ELL2
ENSG00000118997_DNAH7	3.73383671042421	-0.324646897939696	0.43479632022332	-0.746664318071852	0.455266213514854	0.612146342412773	Non Significant	ENSG00000118997	DNAH7
ENSG00000119004_CYP20A1	202.814929216952	-0.0989402449753548	0.141375786470035	-0.699838688404575	0.484028050493967	0.637046388631296	Non Significant	ENSG00000119004	CYP20A1
ENSG00000119013_NDUFB3	545.287523709986	0.203209275375114	0.15003525452215	1.35441017527726	0.175605553113359	0.324371369926126	Non Significant	ENSG00000119013	NDUFB3
ENSG00000119041_GTF3C3	339.678830558984	-0.156740316840794	0.12866176532699	-1.2182353976136	0.223134531731489	0.383522587780314	Non Significant	ENSG00000119041	GTF3C3
ENSG00000119042_SATB2	26.6393000782647	-0.142426270986895	0.234746071469904	-0.606724832901646	0.544033539208235	0.686303124800461	Non Significant	ENSG00000119042	SATB2
ENSG00000119048_UBE2B	1217.36520819411	-0.132887858434831	0.134496942170096	-0.988036280161454	0.323134880362458	0.488891302478363	Non Significant	ENSG00000119048	UBE2B
ENSG00000119121_TRPM6	365.071393501751	0.607056925143281	0.214998743758936	2.82353707993725	0.00474969314777464	0.0233586231494016	Non Significant	ENSG00000119121	TRPM6
ENSG00000119125_GDA	0.920791170596726	0.364126897156485	1.16960733823663	0.311324053169386	0.755554283441787	0.843865724909183	Non Significant	ENSG00000119125	GDA
ENSG00000119138_KLF9	297.01681946527	-0.584430917199067	0.147010452542617	-3.97543784874512	7.02498889392062e-05	0.00106518131849286	Non Significant	ENSG00000119138	KLF9
ENSG00000119139_TJP2	9.90407175592477	-0.0215897804950441	0.338410574608905	-0.0637975941502271	0.949131393948329	0.969517112983083	Non Significant	ENSG00000119139	TJP2
ENSG00000119147_ECRG4	7.57525025253486	-0.84171956596691	0.470266325950144	-1.78987845720458	0.0734734527693551	0.173989923731826	Non Significant	ENSG00000119147	ECRG4
ENSG00000119185_ITGB1BP1	602.791420195475	0.0403577450115838	0.119843499948926	0.336753724889404	0.736302559701639	0.831185797981139	Non Significant	ENSG00000119185	ITGB1BP1
ENSG00000119203_CPSF3	504.483705220931	0.200442995790621	0.122213586683589	1.64010402795532	0.100983539072859	0.218762175393461	Non Significant	ENSG00000119203	CPSF3
